Title,cover_date,subject_area
The discursive representation of male sex workers in Thai newspapers,2023-07-01,"SOCI, ARTS"
Optimization of ionic liquid 1-ethyl-3-methylimidazolium acetate pretreatment of Napier grass combined with acetic acid and ferric chloride under microwave radiation by response surface methodology,2023-07-01,ENER
A corpus-based study of LGBT-related news discourse in Thailand's and international English-language newspapers,2023-07-01,"ARTS, SOCI"
Fe2O3/CaO-Al2O3 multifunctional catalyst for hydrogen production by sorption-enhanced chemical looping reforming of ethanol,2023-07-01,ENER
Development of a Data-Driven Soft Sensor for Multivariate Chemical Processes Using Concordance Correlation Coefficient Subsets Integrated with Parallel Inverse-Free Extreme Learning Machine,2023-06-30,ENGI
Reinvention of starch for oral drug delivery system design,2023-06-30,"BIOC, BIOC, BIOC"
Paper spray mass spectrometry as an effective tool for differentiating coffees based on their geographical origins,2023-06-30,"CHEM, AGRI"
"The first evidence of blaCTX-M-55, QnrVC5, and novel insight into the genome of MDR Vibrio vulnificus isolated from Asian sea bass (Lates calcarifer) identified by resistome analysis",2023-06-30,AGRI
How susceptible are rainbow trout and brown trout to infection with tilapia lake virus at increased water temperature – Is there any potential for climate change driven host jump?,2023-06-30,AGRI
On the enhanced performance of Pt-based high-entropy alloys catalyst during water–gas shift reaction: A density functional theory study,2023-06-30,"CHEM, PHYS, PHYS, PHYS, MATE"
Development and Application of a Novel Multiloop Splitter-Based Non-cryogenic Artificial Trapping Modulation System in Comprehensive Two-Dimensional Gas Chromatography,2023-06-27,CHEM
Visualizing hyperparathyroidism: A pictorial essay of Tc-99m MIBI parathyroid imaging across different etiologies,2023-06-26,"HEAL, MEDI, MEDI"
A DFT study on how vanadium affects hydrogen storage kinetics in magnesium nickel hydride,2023-06-26,"ENER, ENER, PHYS, ENER"
Hybrid GA-ANN and PSO-ANN methods for accurate prediction of uniaxial compression capacity of CFDST columns,2023-06-25,"ENGI, ENGI, MATE"
"Molecular adsorption and self-diffusion of NO2, SO2, and their binary mixture in MIL-47(V) material",2023-06-23,"CHEM, CENG"
Emergent technological variation in archaeological landscapes: A primate perspective,2023-06-21,"BIOC, BIOC, CENG, MATE, BIOC, ENGI"
Electron-phonon coupling in La3In under pressure,2023-06-21,"MATE, PHYS"
Cellulose acetate/nanoclay composite membranes with enhanced mechanical properties and improved permeance in gas separation,2023-06-20,"CHEM, MATE, MATE, MATE"
Hypsochromically-shifted Emission of Metal-organic Frameworks Generated through Post-synthetic Ligand Reduction,2023-06-19,"CENG, CHEM"
"An Integrated Tool for Imputing and Evaluating the Performance of Single-Cell RNA Sequencing Imputation: Facilitating imputation, benchmarking and reproducibility in scRNA-seq analysis",2023-06-16,"COMP, COMP, COMP, COMP"
Identifying target customer needs for a Master's Degree Program in Industrial Engineering by conjoint analysis and Kano model,2023-06-15,"MATH, MATH, MATH"
"Morphology and Ultrastructural Characteristics of Platynosomum fastosum Kossack, 1910 Adults and Eggs",2023-06-15,VETE
400GBASE-LR4 and 400GBASE-LR8 Transmission Reach Maximization Using Bismuth-Doped Fiber Amplifiers,2023-06-15,PHYS
Universal health coverage mitigated COVID-19 health-related consequences in Asia Oceania,2023-06-15,"EART, SOCI, EART"
Compositions and sources of sedimentary organic carbon on the tropical epicontinental sea,2023-06-15,EART
Development of water-resistant paper using chitosan and plant-based wax extracted from banana leaves,2023-06-15,"BIOC, BIOC, BIOC"
Catalytic performance of copper and ruthenium loaded on N-doped modified PBZ-derived carbons for CO2 hydrogenation,2023-06-15,"CHEM, CENG, ENGI"
Role of Lifshitz transition stabilized carbon hexagon structure from biaxial strain: A case of sodium carbide with superconducting condition,2023-06-15,"MATE, MATE, CENG, MATE, MATE"
"The physio-affective phenome of major depression is strongly associated with biomarkers of astroglial and neuronal projection toxicity which in turn are associated with peripheral inflammation, insulin resistance and lowered calcium",2023-06-15,"PSYC, MEDI"
Riverine and submarine groundwater nutrients fuel high primary production in a tropical bay,2023-06-15,"ENVI, ENVI, ENVI, ENVI"
"Corrigendum to “Ball mill-assisted synthesis of NiFeCo-NC as bifunctional oxygen electrocatalysts for rechargeable zinc-air batteries” [J. Alloy. Compd. 922 (2022) 166287] (Journal of Alloys and Compounds (2022) 922, (S0925838822026780), (10.1016/j.jallcom.2022.166287))",2023-06-15,"ENGI, ENGI, MATE, MATE"
Supplementation of magnetic nanoparticles for enhancement of dark fermentative hydrogen production from pretreated garden wastes using Enterobacter aerogenes,2023-06-15,"CENG, ENER, ENER, CHEM"
Dual electro- and magneto-induced bending actuators of magnetite-loaded agarose ionogels,2023-06-15,"MATE, CHEM, MATE"
Single-step electropolymerization on a printed sensor towards a conductive thin film polymer for the simultaneous determination of drug metabolites: 5-aminosalicylic acid and sulfapyridine,2023-06-14,"CHEM, BIOC, ENVI, CHEM, CHEM"
"Immunogenicity of the pentavalent DTwP-HB-Hib vaccine (Shan-5) used in the Thai Expanded Program on Immunization compared to the hexavalent DTaP-HB-Hib-IPV and DTwP-HB-Hib (Quinvaxem) vaccines administered to infants at 2, 4, 6 months of age",2023-06-13,"BIOC, IMMU, VETE, MEDI, MEDI"
"Separation of Micro-Brownian Motion and Side-Group Rotational Motion for Poly(N-isopropylacrylamide) in 1,4-Dioxane Studied by Dielectric Relaxation Spectroscopy",2023-06-13,"CHEM, MATE, CHEM, MATE"
Bonding behavior of interface between reinforced concrete after fire and carbon fiber-reinforced polymer,2023-06-13,"ENGI, ENGI, MATE"
Observation of electroweak W+W− pair production in association with two jets in proton-proton collisions at s=13TeV,2023-06-10,PHYS
Metformin and curcumin co-encapsulated chitosan/alginate nanoparticles as effective oral carriers against pain-like behaviors in mice,2023-06-10,PHAR
"Succinic Acid Production from Glycerol by Actinobacillus succinogenes: Techno-economic, environmental, and exergy analyses",2023-06-10,"ENER, ENGI, ENVI, BUSI, ENGI"
"Prevalence of gastroesophageal reflux disease in children with extraesophageal manifestations using combined-video, multichannel intraluminal impedance-pH study",2023-06-09,MEDI
Interfacial Reconstruction for Regulating Zn2+ Deposition toward Ultrastable Zn Metal Anodes,2023-06-07,MATE
Molecularly dispersed nickel complexes on N-doped graphene for electrochemical CO2 reduction,2023-06-07,CHEM
Digital image colorimetric detection of ceftazidime based on azo compound formation on a polyethyleneimine-modified cotton sponge,2023-06-06,"CHEM, BIOC, ENVI, CHEM, CHEM"
"Sulfonylated Indeno[1,2-c]quinoline Derivatives as Potent EGFR Tyrosine Kinase Inhibitors",2023-06-06,"CHEM, CENG"
Transient depersonalisation/derealisation syndrome from tramadol,2023-06-06,MEDI
Systematic process for crop insurance development: area-yield rice insurance with machine learning technology implementation in Thailand,2023-06-06,"ECON, AGRI, ECON, BUSI"
The takeover market’s effect on managerial ownership: evidence from hostile takeover susceptibility,2023-06-06,BUSI
"Starch-Reinforced Vinylogous Urethane Vitrimer Composites: An Approach to Biobased, Reprocessable, and Biodegradable Materials",2023-06-05,"CHEM, ENVI, CENG, ENER"
Evaluation of hybrid amines and alcohol solvent with ion-exchange resin catalysts for energy-efficient CO2 capture,2023-06-05,"ENVI, ENVI"
A simple and fast flow injection amperometry for the determination of methimazole in pharmaceutical preparations using an unmodified boron-doped diamond electrode,2023-06-04,"CHEM, MEDI, PHAR, MEDI"
Dissecting specific Wnt components governing osteogenic differentiation potential by human periodontal ligament stem cells through interleukin-6,2023-06-03,MULT
A fluorescence-based sweat test sensor in a proof-of-concept clinical study for COVID-19 screening diagnosis,2023-06-02,"CHEM, BIOC, ENVI, CHEM, CHEM"
Search for nonresonant Higgs boson pair production in the four leptons plus twob jets final state in proton-proton collisions at √s = 13 TeV,2023-06-01,PHYS
"Search for heavy resonances and quantum black holes in eμ, eτ, and μτ final states in proton-proton collisions at √s = 13 TeV",2023-06-01,PHYS
Search for top squarks in the four-body decay mode with single lepton final states in proton-proton collisions at √s = 13 TeV,2023-06-01,PHYS
CHARACTERIZATIONS OF ORDERED ALMOST IDEALS AND FUZZIFICATIONS IN PARTIALLY ORDERED TERNARY SEMIGROUPS,2023-06-01,"ENGI, COMP"
Comparison of the effects of simulated and actual short trail running tests on neuromuscular function in master trail runners,2023-06-01,HEAL
Effects of Metformin on Prevention and Treatment of Biliary Tract Cancer: A Meta-analysis of Observational Studies,2023-06-01,"BIOC, BIOC"
Search for CP violation using (Formula presented.) events in the lepton+jets channel in pp collisions at √s = 13 TeV,2023-06-01,PHYS
Energetics of the Microsporidian Polar Tube Invasion Machinery,2023-06-01,"NEUR, BIOC, IMMU"
The utilization of basal luteinizing hormone in combination with the basal luteinizing hormone and follicle-stimulating hormone ratio as a diagnostic tool for central precocious puberty in girls,2023-06-01,"MEDI, MEDI"
Search for long-lived particles decaying to a pair of muons in proton-proton collisions at √s = 13 TeV,2023-06-01,PHYS
Antioxidant and anti-inflammatory effects of Aegle marmelos fruit and Moringa oleifera leaf extracts on lipopolysaccharide-stimulated BV2 microglial cells,2023-06-01,"PHAR, MEDI"
Prehospital and emergency management of pediatric traumatic brain injury: a multicenter site survey,2023-06-01,"MEDI, MEDI, MEDI"
"Biomechanical Comparison Between Posterior Long-Segment Fixation, Short-Segment Fixation, and Short-Segment Fixation With Intermediate Screws for the Treatment of Thoracolumbar Burst Fracture: A Finite Element Analysis",2023-06-01,"MEDI, MEDI"
"Enhanced and selective gold recovery from phone waste: Use of thiosulfate, dissolved oxygen, and an agriculture-based, low-cost adsorbent",2023-06-01,"MATE, ENGI, MATE"
"Depth Profiles of Microplastic in Sediment Cores in the Mangrove Area of Kuala Gula Mangrove, Malaysia",2023-06-01,"ENGI, ENVI, ENGI"
Real-World Management of High Stool Output in Patients with Short Bowel Syndrome: An International Multicenter Survey,2023-06-01,"AGRI, NURS"
Commentary on “The Role and Clinical Outcomes of Endoscopic Spine Surgery of Treating Spinal Metastases; Outcomes of 29 Cases From 8 Countries”,2023-06-01,"MEDI, MEDI"
"Less Severe Polymicrobial Sepsis in Conditional mgmt-Deleted Mice Using LysM-Cre System, Impacts of DNA Methylation and MGMT Inhibitor in Sepsis",2023-06-01,"CENG, BIOC, CHEM, COMP, CHEM, CHEM, CHEM"
The Role and Clinical Outcomes of Endoscopic Spine Surgery of Treating Spinal Metastases; Outcomes of 29 Cases From 8 Countries,2023-06-01,"MEDI, MEDI"
Outcomes of young children hospitalized with acute wheezing,2023-06-01,MEDI
Less Severe Lipopolysaccharide-Induced Inflammation in Conditional mgmt-Deleted Mice with LysM-Cre System: The Loss of DNA Repair in Macrophages,2023-06-01,"CENG, BIOC, CHEM, COMP, CHEM, CHEM, CHEM"
Investigation of the Molecular Epidemiology and Evolution of Circulating Severe Acute Respiratory Syndrome Coronavirus 2 in Thailand from 2020 to 2022 via Next-Generation Sequencing,2023-06-01,"MEDI, IMMU"
Larval performance and adult phenotypic variation of Acraea terpsicore (Lepidoptera: Nymphalidae) on congeneric Passiflora host plants,2023-06-01,MEDI
Salivary gland regeneration: from salivary gland stem cells to three-dimensional bioprinting,2023-06-01,MEDI
"Unlocking the Secrets of Streptococcus suis: A peptidomics comparison of virulent and non-virulent serotypes 2, 14, 18, and 19",2023-06-01,MULT
Nano-Magnetic CaO/Fe2O3/Feldspar Catalysts for the Production of Biodiesel from Waste Oils,2023-06-01,"CENG, ENVI, CHEM"
Antimicrobial Activity against Foodborne Pathogens and Antioxidant Activity of Plant Leaves Traditionally Used as Food Packaging,2023-06-01,"AGRI, IMMU, SOCI, HEAL, AGRI"
Electrolessly Deposited Carbon-Supported CuNiSn Electrocatalysts for the Electrochemical Reduction of CO2,2023-06-01,"CENG, ENVI, CHEM"
Mild Dealumination of H-ZSM-5 Zeolite for Enhanced Conversion of Glucose into 5-Hydroxymethylfurfural in a Biphasic Solvent System,2023-06-01,"CENG, ENVI, CHEM"
Oxyresveratrol Attenuates Inflammation in Human Keratinocyte via Regulating NF-kB Signaling and Ameliorates Eczematous Lesion in DNCB-Induced Dermatitis Mice,2023-06-01,PHAR
Calcitriol Protects against Acetaminophen-Induced Hepatotoxicity in Mice,2023-06-01,"MEDI, BIOC"
An amino acid substitution in HCV core antigen limits its use as a reliable measure of HCV infection compared with HCV RNA,2023-06-01,MULT
Reconstruction of Critical Sized Maxillofacial Defects Using Composite Allogeneic Tissue Engineering: Systematic Review of Current Literature,2023-06-01,"BIOC, CENG, MATE, BIOC, ENGI, BIOC"
Genomic Insight and Optimization of Astaxanthin Production from a New Rhodotorula sp. CP72-2,2023-06-01,"AGRI, BIOC, AGRI"
Intra-Articular Facet Joint Injection of Normal Saline for Chronic Low Back Pain: A Systematic Review and Meta-Analysis,2023-06-01,MEDI
Plasma and Urine Pharmacokinetics of Oral Fosfomycin Tromethamine in Dogs,2023-06-01,VETE
Comparison of Antibody Persistence up to 6 Months after Additional Booster Vaccination with ChAdOx1 nCoV-19 Vaccine,2023-06-01,"IMMU, BIOC, MEDI"
Fracture Characteristics of Commercial PEEK Dental Crowns: Combining the Effects of Aging Time and TiO2 Content,2023-06-01,"CHEM, MATE"
The Misguided Veneration of Averageness in Clinical Neuroscience: A Call to Value Diversity over Typicality,2023-06-01,NEUR
GIS-based potential assessment of floating photovoltaic systems in reservoirs of Tamil Nadu in India,2023-06-01,"ENVI, ENER, ENER, ENVI"
Effect of Elevated Temperatures on Mechanical Properties of Spliced and Non-Spliced Steel Reinforcements: Experimental Study,2023-06-01,"ENGI, ENGI, ENGI"
Variable Damping Actuator Using an Electromagnetic Brake for Impedance Modulation in Physical Human–Robot Interaction,2023-06-01,"ENGI, MATH, COMP"
"Potential Influence of Shading in Freshwater Ponds on the Water Quality Parameters and the Hematological and Biochemical Profiles of Nile tilapia (Oreochromis niloticus Linnaeus, 1758)",2023-06-01,"AGRI, AGRI, ENVI"
Evaluation of Anti-S1 IgA Response to Different COVID-19 Vaccination Regimens,2023-06-01,"IMMU, PHAR, PHAR, MEDI, MEDI"
Trends in hepatitis C virus coinfection and its cascade of care among adults living with HIV in Asia between 2010 and 2020,2023-06-01,MULT
Effect of Magnesium Chloride in Supporting Electrolyte for Enhancing Sensitive and Selective Electrochemical Sensor: An Approach for Anti-Rheumatic Sulfasalazine Detection,2023-06-01,"MATE, ENER, PHYS, MATE, CHEM, MATE"
Analytical modelling of adaptive optics systems: Role of the influence function,2023-06-01,"PHYS, EART"
A tale of 2-groups: Dp(USp(2N)) theories,2023-06-01,PHYS
"Overexpressing Carotenoid Biosynthetic Genes in Synechocystis sp. PCC 6803 Improved Intracellular Pigments and Antioxidant Activity, Which Can Decrease the Viability and Proliferation of Lung Cancer Cells In Vitro",2023-06-01,"CENG, BIOC, CHEM, COMP, CHEM, CHEM, CHEM"
High-Dose Exposure to Polymer-Coated Iron Oxide Nanoparticles Elicits Autophagy-Dependent Ferroptosis in Susceptible Cancer Cells,2023-06-01,"CENG, MATE"
"Effects of Mangosteen (Garcinia mangostana) Peel Extract Loaded in Nanoemulsion on Growth Performance, Immune Response, and Disease Resistance of Nile Tilapia (Oreochromis niloticus) against Aeromonas veronii Infection",2023-06-01,"AGRI, VETE"
Community Pharmacists’ Experiences and Attitudes towards the Provision of Sexual and Reproductive Health Services: An International Survey,2023-06-01,"NURS, MEDI, MEDI, HEAL"
Syncope with autonomic dysfunction assessed with the Thai-COMPASS 31 questionnaire,2023-06-01,MULT
High biogas evolution of distillery wastewater under potassium toxicity in a three-stage upflow anaerobic sludge blanket,2023-06-01,"CENG, ENVI, ENVI, CENG"
An investigation of the performance of parametric functional forms for the Lorenz curve,2023-06-01,MULT
"Retrospective cohort observation on psychotropic drug-drug interaction and identification utility from 3 databases: Drugs. com®, Lexicomp®, and Epocrates®",2023-06-01,MULT
"Selenomonas caprae sp. nov., an obligately anaerobic and volatile fatty acid producing bacterium from ruminal fluid of domestic goat (Capra hircus L.)",2023-06-01,"IMMU, AGRI"
Prebent Steinmann Pin to Remove the Broken Retrograde Intramedullary Nail After Tibiotalocalcaneal Arthrodesis,2023-06-01,MEDI
Factors Associated with Morbidity and Mortality Among Sexually Active Asian Adolescents and Young Adults with Perinatally Acquired HIV,2023-06-01,"IMMU, IMMU, MEDI"
"Residential radon exposure in Astana and Aqsu, Kazakhstan",2023-06-01,"ENVI, MEDI"
Arthroscopic Transtibial Medial Meniscus Posterior Root Repair Using the “Meniscal Track” to Locate the Anatomical Footprint,2023-06-01,MEDI
Effect of Menaquinone-7 Supplementation on Arterial Stiffness in Chronic Hemodialysis Patients: A Multicenter Randomized Controlled Trial,2023-06-01,"AGRI, NURS"
Hybrid Quantum-Classical Algorithms for Loan-Collection Optimization with Loan-Loss Provisions,2023-06-01,PHYS
In vitro antidiabetic and advanced glycation end products inhibitory activity of methanol extracts of various Dendrobium species,2023-06-01,"MEDI, PHAR, MEDI"
Aspects of cubic nilpotent superfields,2023-06-01,"ENGI, PHYS"
"Streptomyces zingiberis sp. nov., an endophytic actinobacterium isolated from the root tissue of Zingiber montanum",2023-06-01,"IMMU, AGRI"
Prognostic Role of 68Ga-PSMA11 PET–Based Response in Patients with Prostate Cancer Undergoing Taxane-Based Chemotherapy,2023-06-01,MEDI
Stock price crash risk and military connected board: Evidence from Thailand,2023-06-01,MULT
Pan-cancer analysis of the intervertebral-discdegeneration- related innate immunity gene NAIP,2023-06-01,MULT
Roles of qseC mutation in bacterial resistance against anti-lipopolysaccharide factor isoform 3 (ALFPm3),2023-06-01,MULT
Structural and binding studies of a new chitin-active AA10 lytic polysaccharide monooxygenase from the marine bacterium Vibrio campbellii,2023-06-01,BIOC
Titanium (IV) oxide composite hollow nanofibres with silver oxide outgrowth by combined sol–gel and electrospinning techniques and their potential applications in energy and environment,2023-06-01,"MATE, MATE, MATE, MATE"
"The prevalence and treatment outcomes of Helicobacter pylori infection in a tertiary hospital in Thailand, 2018–2021",2023-06-01,"MEDI, MEDI"
The NH-OSA score in prediction of clinically significant obstructive sleep apnea among the Thai population: derivation and validation studies,2023-06-01,"MEDI, MEDI"
"Thailand as a new international higher education hub: Major challenges and opportunities, a policy analysis",2023-06-01,SOCI
Diamond-like carbon (DLC)-coated titanium surface inhibits bacterial growth and modulates human alveolar bone cell responses in vitro,2023-06-01,"MATE, CHEM, ENGI, PHYS, MATE, ENGI"
"Pan-Asian adapted ESMO Clinical Practice Guidelines for the diagnosis, treatment and follow-up of patients with metastatic colorectal cancer",2023-06-01,"MEDI, BIOC"
"Large-scale fabrication of ion-selective electrodes for simultaneous detection of Na+, K+, and Ca2+ in biofluids using a smartphone-based potentiometric sensing platform",2023-06-01,CHEM
"Design of preliminary groundwater monitoring networks for the coastal Tra Vinh province in Mekong Delta, Vietnam",2023-06-01,"ENVI, EART"
Untripped and Tripped Rollovers with a Neural Network,2023-06-01,ENGI
"Streptomyces telluris sp. nov., a promising terrestrial actinobacterium with antioxidative potentials",2023-06-01,"IMMU, BIOC, BIOC, BIOC"
Degradation of EGFR on lung epithelial cells by neutrophil elastase contributes to the aggravation of pneumococcal pneumonia,2023-06-01,"BIOC, BIOC, BIOC"
"Effect of the COVID-19 pandemic on surgery for indeterminate thyroid nodules (THYCOVID): a retrospective, international, multicentre, cross-sectional study",2023-06-01,"MEDI, MEDI, BIOC"
Association of prosthetic angles of the Implant Supracrestal Complex with peri-implant tissue mucositis,2023-06-01,DENT
Enhanced syngas production from waste lubricant oil reforming with transition metal catalysts,2023-06-01,"CHEM, ENER"
Feeling psychologically unsafe at school and university: bullying and youth living with depression in Indonesia,2023-06-01,"MEDI, SOCI, MEDI, NURS, MEDI"
2009–2022 Thailand public perception analysis of nuclear energy on social media using deep transfer learning technique,2023-06-01,ENER
Genome sequences and functional analysis of Levilactobacillus brevis LSF9-1 and Pediococcus acidilactici LSF1-1 from fermented fish cake (Som-fak) with gamma-aminobutyric acid (GABA) production,2023-06-01,BIOC
Cyanostilbene-based fluorescent paper array for monitoring fish and meat freshness via amino content detection,2023-06-01,CHEM
Soluble Sema4D cleaved from osteoclast precursors by TACE suppresses osteoblastogenesis,2023-06-01,"BIOC, BIOC"
World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: a systematic review of outcome domains for salivary hypofunction,2023-06-01,"MEDI, DENT, MEDI, DENT, MEDI"
"Pan-Asian adapted ESMO Clinical Practice Guidelines for the diagnosis, staging and treatment of patients with metastatic breast cancer",2023-06-01,"MEDI, BIOC"
Genetic Movement Disorders Commonly Seen in Asians,2023-06-01,"NEUR, MEDI"
In-situ electrodeposited Ag/Cu for electrochemical reduction of acetic acid to nanodiamond under ambient conditions,2023-06-01,"CENG, MATE, MATE, MATE, CENG, MATE"
"Hydrogen adsorption on zigzag (4,0), (5,0) and (6,0) hg-C3N4-NTs and their surfaces decorated by selected-elements (periods 3 and 4): A DFT study",2023-06-01,"MATE, CHEM, ENGI, PHYS, MATE, ENGI"
"Evaluating the performance of an inexpensive, commercially available, NFC-powered and smartphone controlled potentiostat for electrochemical sensing",2023-06-01,"CHEM, CHEM"
"DnaJC16, the molecular chaperone, is implicated in hemocyte apoptosis and facilitates of WSSV infection in shrimp",2023-06-01,"IMMU, ENVI, AGRI, IMMU"
Co-torrefaction of rice straw and waste medium density fiberboard: A process optimization study using response surface methodology,2023-06-01,ENGI
Effect of Autograft CD34+ Dose on Outcome in Pediatric Patients Undergoing Autologous Hematopoietic Stem Cell Transplant for Central Nervous System Tumors,2023-06-01,"MEDI, BIOC, MEDI, BIOC, MEDI"
Happiness in Old Age: The Daughter Connection,2023-06-01,SOCI
"Scales for Antipsychotic-Associated Movement Disorders: Systematic Review, Critique, and Recommendations",2023-06-01,"NEUR, MEDI"
Coexistence of Graves' disease with acute rheumatic fever treated as thyroid storm in young Thai patient,2023-06-01,"MEDI, MEDI, BIOC"
"Investigation on deactivation of Cu-Cr catalyst for direct ethanol dehydrogenation to ethyl acetate, acetaldehyde, and hydrogen",2023-06-01,"CHEM, CENG"
Micronutrient use in critical care: Survey of clinical practice,2023-06-01,"MEDI, NURS"
Multi-stakeholder perspectives on sustainability transitions in the cosmetic industry,2023-06-01,"ENVI, ENVI, ENER, ENGI"
"New perspectives, rational designs, and engineering of Tin (Sn)-based materials for electrochemical CO2 reduction",2023-06-01,"CHEM, ENER, MATE"
The relationship between postmortem interval in advanced decomposed bodies and the settling ratio of the liver in postmortem CT scan,2023-06-01,"MEDI, MEDI"
Atomic-level insights into selective adsorption of H2 and CO on SnO2/CoO heterojunctions,2023-06-01,"MATE, MATE, PHYS, MATE"
Long-term arsenate removal by an iron-amended biosand filter: Modes of operation according to groundwater composition,2023-06-01,"CENG, ENVI, ENVI, CENG"
Knowledge gaps in fibrotic interstitial lung disease in pan-Asian populations: data not missing at random?,2023-06-01,MEDI
PmKuSPI is regulated by pmo-miR-bantam and contributes to hemocyte homeostasis and viral propagation in shrimp,2023-06-01,"IMMU, ENVI, AGRI, IMMU"
World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: a consensus study,2023-06-01,"MEDI, DENT, MEDI, DENT, MEDI"
World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: a systematic review of outcome domains for xerostomia,2023-06-01,"MEDI, DENT, MEDI, DENT, MEDI"
"Beach ridge evolution in response to the Holocene sea-level change from Surat Thani, Thai-Malay Peninsula",2023-06-01,MULT
Recovery of green solvent contaminated with petroleum hydrocarbons by selective adsorption onto granular activated carbon,2023-06-01,"CENG, ENVI, ENVI, CENG"
"S chwanniomyces etchellsii, acid-thermotolerant yeasts from urban city soil",2023-06-01,"BIOC, BIOC, IMMU"
Silicalite-1 zeolites for toluene sorption: Effects of the particle size and intracrystalline mesopores,2023-06-01,"CHEM, MATE, PHYS, ENGI"
Sulphonated cellulose-based carbon as a green heterogeneous catalyst for biodiesel production: Process optimization and kinetic studies,2023-06-01,"AGRI, ENER, AGRI, ENVI"
Linked-Color Imaging Detects More Colorectal Adenoma and Serrated Lesions: An International Randomized Controlled Trial,2023-06-01,"MEDI, MEDI"
Development of SARS-CoV-2 neutralizing antibody detection assay by using recombinant plant-produced proteins,2023-06-01,"BIOC, IMMU"
World Workshop on Oral Medicine VIII: Development of a core outcome set for dry mouth: the patient perspective,2023-06-01,"MEDI, DENT, MEDI, DENT, MEDI"
Bacterial protease alleviate chronic liver fibrosis induced by thioacetamide through suppression of hepatic stellate cells consequently decrease its proliferative index,2023-06-01,"BIOC, BIOC, BIOC"
The lichen-derived Streptomyces isolated from Pyxine cocoes produces the antibiotic with potent antimicrobial and antitumor activities,2023-06-01,MULT
Improvement of growth and phosphorus utilization efficiency in Thai rice (Oryza sativa L. ssp indica cv. Chaew Khing) by inoculation of arbuscular mycorrhizal fungi under high phosphorus supply,2023-06-01,MULT
Contour angle and peri-implant tissue height: Two interrelated features of the implant supracrestal complex,2023-06-01,DENT
Cyanidin inhibits adipogenesis in 3T3-L1 preadipocytes by activating the PLC-IP3 pathway,2023-06-01,PHAR
COVID-19 infection in patients on long-term home parenteral nutrition for chronic intestinal failure,2023-06-01,"MEDI, NURS"
An unusual cause of high-output heart failure from the iliac arteriovenous fistula after lumbar discectomy: A case report,2023-06-01,MEDI
Intractable ascites in a female receiving hemodialysis,2023-06-01,"IMMU, MEDI"
Peritonitis due to Aspergillus tamarii in peritoneal dialysis patients,2023-06-01,"IMMU, MEDI"
Enzymatic hydrolysate of water hyacinth with NaOH pretreatment for biobutanol production via ABE fermentation by Clostridium beijerinckii JCM 8026,2023-06-01,"AGRI, ENER, AGRI, ENVI"
CAMSAP3 negatively regulates lung cancer cell invasion and angiogenesis through nucleolin/HIF-1α mRNA complex stabilization,2023-06-01,"BIOC, PHAR"
Improvement of surface properties of metal doped-CeO2 nanospindle catalysts for direct synthesis of dimethyl carbonate from CO2 and methanol,2023-06-01,"CENG, ENVI, ENVI, CENG"
Physicochemical properties of green synthesised ZnO nanoparticles and utilisation for treatment of breast cancer,2023-06-01,"CENG, BIOC, IMMU"
Therapeutic efficacy of plant-produced Nivolumab in transgenic C57BL/6-hPD-1 mouse implanted with MC38 colon cancer,2023-06-01,"BIOC, IMMU"
"Correction to: Discrimination of Curcuma species from Asia using intron length polymorphism markers in genes encoding diketide-CoA synthase and curcumin synthase (Journal of Natural Medicines, (2022), 76, 1, (69-86), 10.1007/s11418-021-01558-2)",2023-06-01,"PHAR, PHAR, MEDI, CHEM"
"Structure-based virtual screening for potent inhibitors of GH-20 β-N-acetylglucosaminidase: Classical and machine learning scoring functions, and molecular dynamics simulations",2023-06-01,"BIOC, BIOC, CHEM, MATH"
Training of novice surgeons using dynamic computer assisted dental implant surgery: An exploratory randomized trial,2023-06-01,"DENT, DENT"
Innovative applications and therapeutic potential of oilseeds and their by-products: An eco-friendly and sustainable approach,2023-06-01,AGRI
Assessment of the DPP-IV inhibitory potential of mung bean and adzuki bean protein hydrolysates using enzymatic hydrolysis process: specificity of peptidases and novel peptides,2023-06-01,"AGRI, ENGI"
Prediction of Future Caries in 1-Year-Old Children via the Salivary Microbiome,2023-06-01,DENT
Prevalence of HPV infection among Thai schoolgirls in the north-eastern provinces in 2018: implications for HPV immunization policy,2023-06-01,"MEDI, MEDI, MEDI"
"Distinct skin microbiome modulation following different topical acne treatments in mild acne vulgaris patients: A randomized, investigator-blinded exploratory study",2023-06-01,"BIOC, BIOC, MEDI"
Prospective evaluation of plasma phosphorylated tau in a real-life memory clinic in Thailand,2023-06-01,"MEDI, MEDI, NEUR, MEDI, MEDI, NEUR, MEDI"
An integrative review of Indonesia’s quality of care,2023-06-01,"MEDI, SOCI, MEDI, NURS, MEDI"
"Modeling the U.S. Firearms Market: The Effects of Civilian Stocks, Legislation, and Crime",2023-06-01,SOCI
Patient satisfaction following dental implant treatment: A survey,2023-06-01,"DENT, DENT"
A new colorimetric paper-based detection of furfural vapor as a fuel marker,2023-06-01,"CENG, CENG"
Effectiveness of a pharmacist-led expert system intervention for medication adherence and blood pressure control of adults with hypertension: A randomized controlled trial,2023-06-01,"HEAL, PHAR"
